Team Initials,Player Name
NOR,Knut BRYNILDSEN
SWE,Knut HANSSON
SWE,Knut KROON
SWE,Knut NORDAHL
KOR,KO J. S.
SUI,Koebi KUHN
GER,KOHLER
ESP,KOKE
RUS,KOKORIN
SRB,KOLAROV
BIH,KOLA�INAC
CZE,KOLLER
SVN,KOMAC
JPN,KOMANO
BEL,KOMPANY
GRE,KONE
CIV,KONE A.
CIV,KONE B.
NED,KONGOLO
JPN,KONNO
GDR,Konrad WEISE
URS,Konstantin KRIZHEVSKI
SVK,KOPUNEK
SVN,KOREN
SCG,KOROMAN
FRA,KOSCIELNY
POL,KOSOWSKI
YUG,Kosta TOMASEVIC
BUL,Kostadin KOSTADINOV
BUL,KOSTADINOV
CIV,KOUAMATIEN
CIV,KOUASSI
RSA,KOUMANTARAKIS
CRO,KOVA?I?
CZE,KOVAC
CRO,KOVAC N.
CRO,KOVAC R.
SCG,KOVACEVIC
RUS,KOVTUN
SVK,KOZAK
RUS,KOZLOV
POL,KOZMINSKI
GER,KRAMER
CRO,KRANJCAR
SRB,KRASI?
BUL,Krasimir BORISOV
BUL,Krassimir BALAKOV
SVN,KRHIN
SWE,Krister KIRSTERSSON
NOR,Kristian HENRIKSEN
NED,KROMKAMP
GER,KROOS
SCG,KRSTAJIC
NED,KRUL
CRO,Krunoslav JURCIC
POL,KRYSZALOWICZ
POL,KRZYNOWEK
POL,Krzysztof PAWLAK
DEN,KR�LDRUP
POL,KUCHARSKI
SVK,KUCIAK
SVK,KUCKA
GHA,KUFFOUR
ARG,KUN AGUERO
SUI,Kurt AMBRUSTER
SWE,Kurt AXELSSON
SWE,Kurt HAMRIN
AUT,Kurt JARA
SUI,Kurt REY
AUT,Kurt RUSS
AUT,Kurt SCHMIED
SUI,Kurt STETTLER
SWE,Kurt SVANSTROM
AUT,Kurt WELZL
POL,KUSZCZAK
NED,KUYT
SRB,KUZMANOVI?
DEN,KVIST
GHA,KWARASEY
GRE,KYRGIAKOS
GRE,Kyriakos KARATAIDIS
KOR,KYUNGHO
SWE,K�LLSTR�M
GER,K�PKE
BRA,L GUSTAVO
MEX,L MICHEL
FRA,L. BLANC
BRA,L. FABIANO
ENG,L. FERDINAND
MEX,L. HERNANDEZ
DEN,L. JACOBSEN
MEX,L. PEREZ
URU,L. SUAREZ
MAR,Labid KHALIFA
ROU,LACATUS
ALG,LACEN
URU,Ladislao MAZURKIEWICZ
ROU,Ladislau RAFFINSKY
TCH,Ladislav JURKEMIK
TCH,Ladislav KACANI
TCH,Ladislav KUNA
TCH,Ladislav NOVAK
TCH,Ladislav PETRAS
TCH,Ladislav SIMUNEK
TCH,Ladislav VIZEK
TCH,Ladislav ZENISEK
ESP,LAFUENTE
MAR,Lahcen ABRAMI
MAR,Lahcen OUDANI
GER,LAHM
ALG,LAIFAOUI
HUN,Lajos CSORDAS
HUN,Lajos DETARI
HUN,Lajos KORANYI
HUN,Lajos PUSKAS
HUN,Lajos TICHY
ALG,Lakhdar BELLOUMI
USA,LALAS
ENG,LALLANA
ENG,LAMBERT
TUN,Lamine BEN AZIZA
ENG,LAMPARD
ANG,LAM�
FRA,LANDREAU
NED,LANDZAAT
SUI,LANG
AUS,LANGERAK
MEX,LARA
ALG,Larbi EL HADI
NOR,Lars BOHINEN
SWE,Lars ERIKSSON
DEN,Lars HOGH
DEN,LARSEN
SWE,LARSSON
HUN,Laszlo BALINT
HUN,Laszlo BODOR
HUN,Laszlo BUDAI
HUN,Laszlo CSEH
HUN,Laszlo DAJKA
HUN,Laszlo DISZTL
HUN,Laszlo FAZEKAS
HUN,Laszlo KISS
HUN,Laszlo KOVACS
HUN,Laszlo LACHOS
HUN,Laszlo NAGY
HUN,Laszlo PUSZTAI
HUN,Laszlo SAROSI
HUN,Laszlo STERNBERG
TRI,LATAPY
DEN,LAUDRUP B.
DEN,LAUDRUP M.
CMR,LAUREN
FRA,Laurent DI LORTO
BEL,Laurent GRIMMONPREZ
FRA,Laurent ROBUSCHI
ENG,Laurie HUGHES
ENG,Laurie SCOTT
SUI,Lauro AMADO
DEN,LAURSEN
YUG,Lav MANTULA
ARG,LAVEZZI
NGA,LAWAL
TRI,LAWRENCE
ROU,Lazar SFERA
HUN,Lazar SZENTES
FRA,Lazare GIANESSI
AUS,LAZARIDIS
GRE,LAZAROS
SRB,LAZOVI?
BRA,LEANDRO
ITA,Leandro REMONDINI
BRA,LEAO
ANG,LEBO LEBO
FRA,LEBOEUF
RSA,Lebogang MORULA
AUS,LECKIE
PRK,LEE Chang Myung
KOR,LEE D. G.
KOR,LEE Heung Sil
KOR,LEE J. Y.
KOR,LEE Jong Uwa
PRK,LEE Keun Hak
KOR,LEE L. S.
KOR,LEE M. S.
KOR,LEE S. H.
KOR,LEE Sang Yi
KOR,LEE Sang Yoon
KOR,LEE Tae Ho
KOR,LEE Woonjae
KOR,LEE Young Jin
NED,Leen VENTE
TUR,Lefter KUCUKANDONYADIS
GER,LEHMANN
SWE,Leif ENGQVIST
SWE,Leif ERIKSSON
SWE,Leif MALBERG
SCO,LEIGHTON
BRA,LEIVINHA
RSA,LEKGETHO
WAL,Len ALLCHURCH
NIR,Len GRAHAM
SWE,Lennart BUNKE
SWE,Lennart LARSSON
SWE,Lennart SAMUELSSON
SWE,Lennart SKOGLUND
ENG,LENNON
NED,LENS
BEL,Leo CLIJSTERS
SUI,Leo EICHMANN
NED,Leo HALLE
BEL,Leo VAN DER ELST
FRG,Leo WILDEN
FRA,Leon GLOVACKI
BEL,Leon JECK
BEL,Leon SEMMELING
COL,Leon VILLA
POL,Leonard PIONTEK
BRA,LEONARDO
ARG,Leonardo ASTRADA
ITA,Leonardo COSTAGLIOLA
MEX,Leonardo CUELLAR
BOL,Leonardo FERREL
ARG,Leonardo RODRIGUEZ
CHI,Leonardo VELIZ
COL,Leonel ALVAREZ
CHI,Leonel SANCHEZ
PAR,Leongino UNZAIN
NOR,LEONHARDSEN
SUI,LEONI
URS,Leonid BURYAK
URS,Leonid OSTROVSKI
URS,Leonid SHMUTS
BRA,LEONIDAS
BEL,Leopold ANOUL
AUT,Leopold BARSCHANDT
BEL,Leopold GERNAEY
AUT,Leopold HOFMANN
SUI,Leopold KIELHOLZ
GER,Leopold NEUMER
ARG,Leopoldo LUQUE
CHI,Leopoldo VALLEJOS
POL,Leslaw CMIKIEWICZ
ESP,LESMES II
RSA,LETSHOLONYANE
URS,Lev YASHIN
POL,LEWANDOWSKI
USA,LEWIS
PRK,LI Chi An
PRK,LI Dong Woon
KOR,LI Jong Kap
KOR,LI Ki Joo
KOR,LI Sao Nam
TCH,Libor RADIMEC
SUI,LICHTSTEINER
ITA,Lido VIERI
POR,LIEDSON
MEX,Ligorio LOPEZ
FRA,Lilian THURAM
PRK,LIM Zoong Sun
BRA,LIMA
SWE,LINDEROTH
GER,LINKE
PAR,Lino NESSI
JAM,Linval DIXON
FRA,Lionel CHARBONNIER
ITA,Lionello MANFREDONIA
ROU,Liviu CIOBOTARIU
FRA,LIZARAZU
CHI,Lizardo GARRIDO
PER,Lizardo NUE RODRIGUEZ
SVN,LJUBIJANKI?
YUG,Ljubinko DRULOVIC
YUG,Ljubisa STEFANOVIC
SCG,LJUBOJA
YUG,Ljubomir SPAJIC
SWE,LJUNGBERG
USA,LLAMOSA
ESP,LLORENTE
FRA,LLORIS
ZAI,Lobilo BOBA
NZL,LOCHHEAD
ANG,LOC�
URU,LODEIRO
RUS,LODYGIN
CZE,LOKVENC
BEL,LOMBAERTS
CRC,LONNIS
BRA,LOPES
CRC,LOPEZ
ARG,LOPEZ C.
ARG,LOPEZ G.
ESP,LOPEZ UFARTE
ITA,Lorenzo BUFFON
PAR,Lorenzo CALONGA
URU,Lorenzo FERNANDEZ
ITA,Lorenzo MINOTTI
BEL,Lorenzo STAELENS
FRG,Lothar EMMERICH
GDR,Lothar KURBJUWEIT
FRG,Lothar MATTHAEUS
SCO,Lou MACARI
BEL,Louis CARRE
FRA,Louis GABRILLARGUES
SUI,Louis GOBET
CMR,Louis MFEDE
BEL,Louis VERSYP
POR,LOURENCO
DEN,LOVENKRANDS
CRO,LOVREN
COL,LOZANO
BUL,LUBO PENEV
TCH,Lubomir MORAVCIK
TCH,Lubos KUBIK
BEL,Luc MILLECAMPS
BEL,Luc NILIS
BEL,Luc VAN HOYWEGEN
ITA,Luca BUCCI
ARG,Luca IZZETA
ITA,Luca MARCHEGIANI
PAR,LUCAS
RSA,Lucas RADEBE
ROU,Lucian MARINESCU
ITA,Luciano CASTELLINI
ITA,Luciano RE CECCONI
ITA,Luciano SPINOSI
SWE,LUCIC
ITA,Lucidio SENTIMENTI
FRA,Lucien JASSERON
FRA,Lucien LAURENT
FRA,Lucien MULLER
BRA,LUCIO
TCH,Ludek MIKLOSKO
BEL,Ludo COECK
ROU,Ludovic SATMAREANU
ARG,Ludovico AVIO
GER,Ludwig GOLDBRUNNER
URU,LUGANO
ITA,Luigi ALLEMANDI
ITA,Luigi APOLLONI
ITA,Luigi BERTOLINI
ITA,Luigi DE AGOSTINI
ITA,Luigi DI BIAGIO
ITA,Luigi MERONI
ITA,Luigi RADICE
ESP,Luis ARCONADA
ARG,Luis ARTIME
PAR,Luis CABALLERO
COL,Luis Carlos PEREA
BOL,Luis CRISTALDO
URU,Luis CRUZ
PER,Luis CRUZADO
URU,Luis CUBILLA
ESP,Luis DEL SOL
ESP,LUIS ENRIQUE
URU,Luis Ernesto CASTRO
CHI,Luis EYZAGUIRRE
COL,Luis FAJARDO
FRA,Luis FERNANDEZ
MEX,Luis FLORES
ARG,Luis GALVAN
ESP,LUIS GARCIA
URU,Luis GARISTO
PAR,Luis GINI
SLV,Luis GUEVARA MORA
COL,Luis HERRERA
ARG,Luis ISLAS
URU,Luis MAIDANA
ESP,LUIS MARIN
CHI,Luis MAYANES
ESP,Luis MOLOWNY
ARG,Luis MONTI
CHI,Luis MUSRRI
COL,Luis PAZ
BRA,LUIS PEREIRA
MEX,Luis PEREZ
BOL,Luis RAMALLO
SLV,Luis RAMIREZ
URU,Luis RAMOS
ESP,LUIS REGUEIRO
BOL,Luis REYES PENARANDA
PER,Luis REYNA
URU,Luis RIJO
PER,Luis RUBINOS
MEX,Luis SALVADOR
PAR,Luis SILVA
PER,Luis SOUZA
ESP,Luis SUAREZ
URU,Luis UBINA
MEX,Luis VALDEZ
PAR,Luis VARGAS PENA
BRA,LUISINHO
BRA,LUIS�O
BRA,LUIZ LUZ
BRA,LUIZAO
BRA,LUIZINHO
YUG,Luka LIPOSINOVIC
YUG,Luka PERUZOVIC
BEL,LUKAKU
SRB,LUKOVI?
BIH,LULI?
AUS,LUONGO
ESP,LUQUE
SUI,LUSTRINELLI
DEN,LUSTU
BRA,L�CIO
KOR,M B HONG
KOR,M S LEE
CHN,M Y MA
CHN,M ZH SU
IRN,M. A. PEYRAVANI
KSA,M. AL-KHLAIWI
ECU,M. AYOVI
BRA,M. BASTOS
MEX,M. BROWN
URU,M. CACERES
HON,M. CHAVEZ
MEX,M. FABIAN
CHI,M. GONZALEZ
PRK,M. IN GUK
IRN,M. KHAKPOUR
MEX,M. LAYUN
IRN,M. MAHDAVIKIA
HON,M. MARTINEZ
MEX,M. MENDEZ
IRN,M. MINAVAND
SEN,M. NDIAYE
IRN,M. PASHAZADEH
URU,M. PEREIRA
ESP,M. PERNIA
BUL,M. PETKOV
MEX,M. PONCE
ARG,M. RODRIGUEZ
ESP,M. SALGADO
CIV,M. SAYOUBA
URU,M. SILVA
POR,M. VELOSO
MEX,M. VIDRIO
POL,M. ZEWLAKOW
KSA,M.AL-JAHNI
IRN,M.MADANCHI
IRN,M.MAHDAVIKIA
IRN,M.NAVIDKIA
IRN,M.NOSRATI
URU,M.PEREIRA
URU,M.REGUEIRO
URU,M.ROMERO
IRN,M.SOLEIMANI
IRQ,Maad IBRAHIM
BRA,MACHADO
DEN,MADSEN
NED,MADURO
MEX,Magdaleno MERCADO
EGY,Magdy ABDELGHANY
EGY,Magdy TOLBA
ITA,MAGGIO
NOR,Magnar ISAKSEN
SUI,MAGNIN
SWE,Magnus ANDERSSON
SWE,Magnus ERLINGMARK
SWE,Magnus HEDMAN
KUW,Mahboud MUBARAK
ALG,Mahdi CERBAH
MAR,Mahjoub GHAZOUANI
ALG,Mahmoud GUENDOUZ
EGY,Mahmoud MOUKHTAR
EGY,Mahmoud NEGRO
IRQ,MAHMOUD SHAKER
CMR,MAHOUV�
ALG,MAHREZ
BRA,MAICON
ITA,Maino NERI
POL,MAJDAN
KSA,Majed ABDULLAH
IRN,Majid BISHKAR
FRA,MAKELELE
JPN,MAKI
CMR,MAKOUN
NIR,Mal DONAGHY
ITA,MALDINI
KSA,MALEK
GRE,MALEZAS
TOG,MALM
FRA,MALOUDA
ZAI,Mana MAMBUENE
FRA,MANDANDA
ALG,MANDI
CMR,MANDJECK
CRO,MAND�UKI?
BRA,MANECA
FRG,Manfred KALTZ
AUT,Manfred LINZMAIER
FRG,Manfred MANGLITZ
AUS,Manfred SCHAEFER
AUT,Manfred ZSAK
BRA,MANGA
FRA,MANGALA
GRE,MANIATIS
POR,MANICHE
BRA,MANOELZINHO
GRE,MANOLAS
ESP,MANOLO
ALG,MANSOURI
ANG,MANTORRAS
CHI,Manuel ALVAREZ
FRA,Manuel AMOROS
CHI,Manuel ASTORGA
MEX,Manuel CAMACHO
CUB,Manuel CHORENS
POR,MANUEL DUARTE
ARG,Manuel FERREIRA
PAR,Manuel GAVILAN
MEX,Manuel GUTIERREZ
ESP,Manuel JIMENEZ
CHI,Manuel MACHUCA
CHI,Manuel MUNOZ
MEX,Manuel NAJERA
MEX,Manuel NEGRETE
CHI,Manuel RODRIGUEZ
CHI,Manuel ROJAS
MEX,Manuel ROSAS
ESP,Manuel SANCHIS
NED,Manus VRAUWDEUNT
PAR,MANZUR
ESP,MARANON
BEL,Marc BAECKE
FRA,Marc BERDOLL
BEL,Marc DE GRIJSE
BEL,Marc EMMERS
SUI,Marc HOTTIGER
BEL,Marc MILLECAMPS
NED,Marc OVERMARS
BEL,Marc VAN DER LINDEN
BEL,Marc WILMOTS
CMR,Marc-Vivien FOE
FRA,Marcel ARTELESA
FRA,Marcel AUBOUR
FRA,Marcel CAPELLE
FRA,Marcel DESAILLY
BEL,Marcel DRIES
SUI,Marcel FLUECKIGER
FRA,Marcel LANGILLER
SUI,Marcel MAURON
FRA,Marcel PINEL
SUI,Marcel VONLANTHEN
ESP,MARCELINO
PAR,Marcelino VARGAS
BRA,MARCELO
USA,Marcelo BALBOA
ARG,Marcelo DELGADO
ARG,Marcelo GALLARDO
ARG,Marcelo PAGANI
CHI,Marcelo RAMIREZ
CHI,Marcelo SALAS
BOL,Marcelo TORRICO
ARG,Marcelo TROBBIANI
CHI,Marcelo VEGA
ITA,MARCHETTI
ITA,MARCHISIO
PAR,Marcial AVALOS
BRA,MARCIO SANTOS
ANG,MARCO ABREU
BRA,MARCO ANTONIO
BOL,Marco Antonio SANDY
CHI,Marco CORNEZ
BOL,Marco ETCHEVERRY
SUI,Marco GRASSI
SUI,Marco PASCOLO
ITA,Marco TARDELLI
NED,Marco VAN BASTEN
BRA,MARCOS
COL,Marcos COLL
MEX,Marcos RIVAS
ESP,MARCULETA
JAM,Marcus GAYLE
POL,Marek DZIUBA
POL,Marek KUSTO
POL,Marek OSTROWSKI
CZE,MARES
SUI,MARGAIRAZ
BUL,Marian HRISTOV
ROU,Marian IVAN
TCH,Marian MASNY
CRC,MARIN
CRC,MARIN L.
ROU,Marin TUFAN
BRA,MARINHO CHAGAS
BRA,MARINHO PERES
COL,Marino KLINGER
ITA,Marino PERANI
BOL,Mario ALBORTA
GER,Mario BASLER
URU,Mario BERGARA
ITA,Mario BERTINI
SLV,Mario CASTILLO
ARG,Mario CHALDU
POR,MARIO COLUNA
ITA,Mario DAVID
PER,Mario DE LAS CASAS
ARG,Mario EVARISTO
CHI,Mario GALINDO
ITA,Mario GENTA
URU,Mario GONZALEZ
AUT,Mario HAAS
ARG,Mario KEMPES
CHI,Mario LEPE
MEX,Mario MEDINA
BOL,Mario MENA
URU,Mario MENDEZ
SLV,Mario MONGE
CHI,Mario MORENO
MEX,Mario OCHOA
CHI,Mario ORTIZ
CHI,Mario OSBEN
ITA,Mario PERAZZOLO
MEX,Mario PEREZ
BOL,Mario PINEDO
ITA,Mario PIZZIOLO
SUI,Mario PROSPERI
URU,Mario SARALEGUI
CUB,Mario SOSA
CHI,Mario SOTO
CRO,Mario STANIC
MEX,Mario TREJO
ITA,Mario VARGLIEN
MEX,Mario VELARDE
BRA,Mario ZAGALLO
FRA,Mario ZATELLI
ROU,Marius LACATUS
FRA,Marius TRESOR
CRO,Marjan MRMIC
NIR,Mark CAUGHEY
RSA,Mark FISH
ENG,Mark HATELEY
ENG,Mark WRIGHT
GER,Markus BABBEL
AUT,Markus SCHOPP
RSA,MARLIN
BRA,MARTIM
AUT,Martin AMERHAUSER
SUI,Martin BRUNNER
SCO,Martin BUCHAN
SWE,Martin DAHLIN
AUT,Martin HIDEN
GDR,Martin HOFFMANN
DEN,Martin JORGENSEN
ENG,Martin KEOWN
NIR,Martin O NEILL
ARG,Martin PANDO
ENG,Martin PETERS
SUI,Martin RUEDA
ESP,MARTIN VAZQUEZ
ESP,Martin VENTOLRA
ESP,Martin VERGES
GER,Martin WAGNER
CRC,MARTINEZ
CRC,MARTINEZ G.
NGA,MARTINS
NED,MARTINS INDI
HUN,Marton ESTERHAZY
ENG,MARTYN
CRC,Marvin OBANDO
FRA,Maryan WISNIESKI
TUN,MARZOUKI
JPN,Masami IHARA
JPN,Masashi NAKAYAMA
JPN,Masayuki OKANO
ARG,MASCHERANO
RSA,MASILELA
IRN,MASOUD. SH
KSA,MASSAD
USA,MASTROENI
ESP,MATA
SVN,MATAV�
HUN,Mate FENYVESI
ITA,MATERAZZI
ITA,MATERAZZI 
ANG,MATEUS
GER,Mathias HEIDEMANN
AUT,Mathias KABUREK
NED,MATHIJSEN
USA,MATHIS
ARG,Matias ALMEYDA
URU,Matias GONZALEZ
CMR,MATIP
ALG,MATMOUR
SWE,Mats GREN
SWE,Mats MAGNUSSON
JPN,MATSUDA
JPN,MATSUI
SCO,Matt ELLIOTT
FRG,Matthias HERGET
GER,Matthias SAMMER
AUT,Matthias SINDELAR
GER,MATTH�US
FRA,MATUIDI
POL,MATYSEK
NED,Mauk WEBER
FRA,Maurice LAFONT
SCO,Maurice MALPAS
BEL,Maurice MARTENS
ENG,Maurice NORMAN
ENG,Maurice SETTERS
SLV,Mauricio ALFARO
CHI,Mauricio AROS
SLV,Mauricio MANZANO
CRC,Mauricio MONTERO
ARG,Mauricio PINEDA
BOL,Mauricio RAMOS
SLV,Mauricio RODRIGUEZ
COL,Mauricio SERNA
BRA,MAURINHO
BEL,Maurits DE SCHRIJVER
GER,Maurizio GAUDINO
ITA,Mauro BELLUGI
BRA,MAURO GALVAO
BRA,MAURO RAMOS
BRA,MAURO SILVA
ITA,Mauro TASSOTTI
SVN,MAVRI?
FRA,MAVUBA
ZAI,Mavuda MAFUILA
AUT,Max HAGMAYR
FRG,Max LORENZ
FRG,Max MORLOCK
MEX,Max PRIETO
AUS,Max TOLSON
SUI,Max WEILER
FRA,Maxime BOSSIS
BRA,MAXWELL
ZAI,Mayanga MAKU
BRA,MAZINHO
CMR,MBIA
ALG,MBOLHI
CMR,MBOMA
ZAI,Mbungu EKOFO
USA,Mc BRIDE
NZL,MC GLINCHEY
IRL,MCATEER
USA,McBRIDE
RSA,McCARTHY
AUS,MCGOWAN
AUS,MCKAY
ENG,McMANAMAN
SCO,McNAMARA
CHI,MEDEL
CRC,MEDFORD
ALG,MEDJANI
BIH,MEDUNJANIN
SUI,MEHMEDI
IRN,MEHRDAD
CIV,MEITE
WAL,Mel CHARLES
WAL,Mel HOPKINS
PAR,Melanio BAEZ
TUN,MELKI
SWE,MELLBERG
TUN,MELLITI 
NED,MEMPHIS
CHI,MENA
ISR,Menachem BELLO
ECU,MENDEZ
ESP,MENDIETA
ANG,MENDONCA
HON,MENDOZA
BRA,MENGALVIO
GHA,MENSAH
USA,MEOLA
BEL,MERTENS
GER,MERTESACKER
ALG,MESBAH
CRC,MESEN
CRC,MESEN A.
ARG,MESSI
CMR,METTOMO
GER,METZELDER
TUN,MHADHEBI
AUT,Michael BAUR
NGA,Michael EMENALO
ROU,Michael KLEIN
AUT,Michael KONSEL
USA,Michael LAPPER
DEN,Michael LAUDRUP
ENG,Michael OWEN
NED,Michael REIZIGER
USA,Michael SORBER
AUT,Michael STREITER
GER,Michael TARNAT
USA,Michael WINDISCHMANN
DEN,MICHAELSEN
TCH,Michal BENEDIKOVIC
TCH,Michal BILEK
ESP,MICHEL
FRA,Michel BIBARD
FRA,Michel BRUSSEAUX
BEL,Michel DE WOLF
CMR,Michel KAHAM
FRA,Michel LEBLOND
FRA,Michel PLATINI
BEL,Michel PREUDHOMME
BEL,Michel RENQUIN
ITA,Michele ANDREOLO
IRL,Mick MC CARTHY
ENG,Mick MILLS
FRA,MICOUD
BEL,MIGNOLET
POR,MIGUEL
ESP,Miguel ALONSO
ESP,MIGUEL ANGEL
SLV,Miguel Angel DIAZ
BOL,Miguel Angel RIMBA
PAR,Miguel BENITEZ
URU,Miguel BOSSIO
ARG,Miguel BRINDISI
BOL,Miguel BRITO
CHI,Miguel BUSQUETS
URU,Miguel CAPPUCCINI
CRC,Miguel DAVIS
MEX,Miguel ESPANA
CHI,Miguel FLORES
CHI,Miguel GAMBOA
COL,Miguel GUERRERO
MEX,Miguel GUTIERREZ
BOL,Miguel MURILLO
CHI,Miguel NEIRA
ARG,Miguel OVIEDO
ESP,Miguel PARDEZA
CHI,Miguel RAMIREZ
ESP,Miguel REINA
ARG,Miguel SANTORO
CRC,Miguel SEGURA
ESP,Miguel TENDILLO
ESP,MIGUELI
ROU,Mihai IVANCESCU
ROU,Mihai MOCANU
HUN,Mihaly BIRO
HUN,Mihaly LANTOS
HUN,Mihaly TOTH
HUN,Mihaly VASAS
SWE,Mikael NILSSON
USA,Mike BOOKIE
USA,Mike BURNS
CAN,Mike SWEENEY
BEL,Mike VERSTRAETEN
NGA,MIKEL
URS,Mikhail MESKHI
DEN,Miklos MOLNAR
POL,MILA
TCH,Milan ALBRECHT
TCH,Milan DVORAK
YUG,Milan GALIC
TCH,Milan LUHOVY
YUG,Milan STOJANOVIC
YUG,Milan ZEKOVIC
UKR,MILEVSKYI
SRB,MILIJA�
SVN,MILINOVIC
ARG,MILITO
BUL,Milko GAIDARSKI
CHI,MILLAR
CRC,MILLER R.
AUS,MILLIGAN
ENG,MILLS
ENG,MILNER
YUG,Milorad ARSENIJEVIC
YUG,Milorad MILUTINOVIC
YUG,Milos HRSTIC
YUG,Milos MILUTINOVIC
YUG,Milos SESTIC
SCG,MILOSEVIC
YUG,Milovan JAKSIC
ANG,MILOY
BOL,Milton MELGAR
URU,Milton VIERA
YUG,Milutin IVKOVIC
YUG,Milutin SOSKIC
KOR,MIN Byung Dae
GRE,Minas HANTZIDIS
ECU,MINDA
BRA,MINEIRO
NOR,MINI
KOR,MINSOO
ROU,Miodrag BELODEDICI
YUG,Miodrag JOVANOVIC
BEL,MIRALLAS
BRA,MIRANDINHA
ROU,Mircea DAVID
ROU,Mircea LUCESCU
ROU,Mircea REDNIC
YUG,Mirko STOJANOVIC
YUG,Miroslav DJUKIC
POL,Miroslav JUSTEK
TCH,Miroslav KADLEC
YUG,Miroslav PAVLOVIC
YUG,Miroslav STEVIC
POL,Miroslaw BULZACKI
YUG,Mirsad BALJIC
URU,Mirto DAVOINE
CHI,Misael ESCUTI
BIH,MISIMOVI?
GRE,MITROGLOU
JPN,MIYAMOTO
SWE,MJALLBY
TUN,MKACHER
TUN,MKADMI
RSA,MKHALELE
BUL,Mladen VASILEV
TUN,MNARI 
RSA,MNGOMENI
RSA,MNGUNI
INH,Mo Heng TAN
SCO,Mo JOHNSTON
BRA,MOACIR
NGA,Mobi OPARAKU
BRA,MODERATO
PAR,Modesto DENIS
BOL,Modesto SORUCO
RSA,MODISE
CRO,MODRI?
CRO,MODRIC
DEN,Mogens KROGH
RUS,MOGILEVETC
KSA,Mohamed ABDELJAWAD
UAE,Mohamed ABDULLAH
TUN,Mohamed AKID
TUN,Mohamed BEN MOUSSA
ALG,Mohamed CHAIB
MAR,Mohamed EL FILALI
IRQ,MOHAMED HARIS
EGY,Mohamed Hassan HELMI
MAR,Mohamed HAZZAZ
IRQ,MOHAMED ISMAIL
ALG,Mohamed KACI SAID
KUW,Mohamed KARAM
EGY,Mohamed LATIF
MAR,Mohamed MAAROUFI
MAR,Mohamed SAHIL
UAE,MOHAMED SALIM
MAR,Mohamed SAMADI
MAR,Mohamed TIMOUMI
IRN,Mohammad Reza KORBEKANDI
IRN,Mohammad SADEQI
KSA,Mohammed AL KHILAIWI
MAR,Mohammed CHAOUCH
MAR,Mohammed EL HADDAOUI
TUN,Mohsen LABIDI
MEX,Moises JINICH
CHI,Moises VILLARROEL
TUN,Mokhtar DOUIEB
TUN,Mokhtar HASNI
TUN,Mokhtar NAILI
RSA,MOKOENA
RSA,MOLEFE
ESP,MOLINA
DEN,MOLLER
YUG,Momcilo DJOKIC
COL,MONDRAGON
JPN,MONIWA
IRN,MONTAZERI
ITA,MONTELLA
ECU,MONTERO
HON,MONTES
PAR,MONTIEL
ITA,MONTOLIVO
USA,MOORE
POR,MORAIS
PAR,MORALES
GRE,MORAS
POR,MORATO
ISR,Mordechai SPIEGLER
PAR,MOREL R.
COL,MORENO
ITA,Moreno TORRICELLI
CRC,MORGAN
ESP,MORIENTES
JPN,MORIMOTO
PAR,MORINIGO
JPN,MORIOKA
RSA,MORIRI
JPN,MORISHIGE
JPN,MORISHIMA
IRL,MORRISON
DEN,Morten OLSEN
DEN,Morten WIEGHORST
NGA,MOSES
ISR,Moshe ROMANO
NZL,MOSS
EGY,Mostafa KAMEL TAHA
EGY,Mostafa MANSOUR
ALG,MOSTEFA
RUS,MOSTOVOY
JPN,Motohiro YAMAGUCHI
KUW,Mouayad AL HADDAD
CMR,MOUKANDJO
TUN,Mounir BOUKADIDA
ALG,Mourad AMARA
TUN,Mourad EL MELKI
TUN,Mourad MELKI
BRA,MOZER
BEL,MPENZA E.
BEL,MPENZA M.
RSA,MPHELA
SRB,MRDJA
DEN,MTILIGA
KUW,Mubarak MUBARAK
SVK,MUCHA
SUI,MUELLER
ZAI,Muepu ILUNGA
YUG,Muhamed MUJIC
UAE,MUHSIN MUSABAH
BIH,MUJD�A
RSA,MUKANSI
BRA,MULLER
NZL,MULLIGAN
GHA,MUNTARI
ROU,MUNTEANU
POL,MURAWSKI
SCO,Murdo McLEOD
URS,Murtaz KHURTSILAVA
NGA,MUSA
URU,MUSLERA
MAR,Mustafa CHOUKRI
ALG,Mustafa DAHLEB
MAR,Mustafa EL BIYAZ
MAR,Mustafa EL HADJI
TUR,Mustafa ERTAN
TUR,MUSTAFA IZZET
ALG,Mustafa KOUICI
MAR,Mustafa MERRY
GER,MUSTAFI
MAR,Mustapha EL CHADILI
MAR,Mustapha EL HADAOUI
NGA,Mutiu ADEPOJU
ZAI,Mwanza Nel MUKOMBO
ZAI,Mwape MIALO
NOR,MYKLAND
JPN,MYOJIN
CRC,MYRIE D.
GER,M�LLER
ANG,M�RIO
KOR,N I KIM
KSA,N. AL-TEMIYAT
KSA,N. ALQADI
KSA,N. ALTEMYAT
KSA,N. ALTEMYAT 
SCG,N. DJORDJEVIC
DEN,N. JENSEN
CRO,N. KOVAC
URU,N. LODEIRO
IRN,N. MOHAMMAD KHANI
URU,N. OLIVERA
ECU,N. REASCO 
IRN,N. SAADAVI
PRK,N. SONG CHOL
POR,N.VALENTE
CMR,N'DJOCK
MAR,Nacer ABDELLAH
