Team Initials,Player Name
BRA,FALCAO
NZL,FALLON
ALG,Faouzi MANSOURI
SWE,FARNERUD
YUG,Faruk HADZIBEGIC
COL,Faryd MONDRAGON
ALG,Fathi CHEBEL
KUW,Fathi MATAR
TUR,FATIH AKYEL
PAR,Faustino ALONSO
BRA,FAUSTO
ALG,Fawzi BENKHALIDI
NIR,Fay COYLE
TUN,Faycal BEN AHMED
RUS,FAYZULIN
ESP,FEDE
AUS,FEDERICI
ARG,Federico EDWARDS
ARG,Federico SACCHI
ARG,Federico VAIRO
ARG,Federico WILDE
ALG,FEGHOULI
USA,FEILHABER
BIH,FEJZI?
ITA,Felice BOREL
SUI,Felice SOLDINI
ESP,Feliciano RIVILLA
BRA,FELIPE MELO
ESP,Felipe MINAMBRES
MEX,Felipe OLIVARES
URU,Felipe REVELEZ
MEX,Felipe ROSAS
MEX,Felipe RUVALCABA
MEX,Felipe ZETTER
BRA,FELIX
MEX,Felix CRUZ
MEX,Felix FERNANDEZ
NIR,Felix HEALEY
FRG,Felix MAGATH
PER,Felix SALINAS
BEL,Felix WELKENHUYSEN
BEL,FELLAINI
NED,FER
ENG,FERDINAND
TCH,Ferdinand DAUCIK
SUI,Ferdinando RIVA
HUN,Ferenc BENE
HUN,Ferenc CSONGRADI
HUN,Ferenc FULOP
HUN,Ferenc MACHOS
HUN,Ferenc MESZAROS
HUN,Ferenc PUSKAS
HUN,Ferenc SAS
HUN,Ferenc SIPOS
HUN,Ferenc SZOJKA
TUN,Ferid CHOUCHANE
BEL,Fernand ADAMS
BEL,Fernand BUYLE
SUI,Fernand JACCARD
SUI,FERNANDES
ECU,FERNANDEZ
BRA,FERNANDINHO
ESP,FERNANDO
URU,Fernando ALVEZ
ARG,Fernando CACERES
CHI,Fernando CAMPOS
USA,Fernando CLAVIJO
POR,FERNANDO CRUZ
ITA,Fernando DE NAPOLI
BRA,FERNANDO GIUDICELLI
ESP,Fernando HIERRO
URU,Fernando MORENA
ESP,Fernando OLIVELLA
ARG,Fernando PATERNOSTER
MEX,Fernando QUIRARTE
ARG,Fernando REDONDO
CHI,Fernando RIERA
CHI,Fernando ROLDAN
POR,FERREIRA PINTO
ESP,FERRER
POR,FESTA
GRE,FETFATZIDIS
CMR,FEUDJOU
BRA,FIDELIS
CHI,FIERRO
POR,FIGO
ANG,FIGUEIREDO
HON,FIGUEROA
SVN,FILEKOVI?
RUS,FILIMONOV
BEL,Filip DE WILDE
ITA,Filippo INZAGHI
USA,FINDLEY
NGA,FINIDI
IRL,FINNAN
JAM,Fitzroy SIMPSON
ROU,Flavius DOMIDE
DEN,Flemming CHRISTENSEN
ROU,Florea DUMITRACHE
PAR,Florencio AMARILLA
HUN,Florian ALBERT
ROU,Florin PRUNEA
ROU,Florin RADUCIOIU
ANG,FL�VIO
CMR,FOE
CRC,FONSECA
CRC,FONSECA D.
BRA,FONTANA
URU,FORLAN
TOG,FORSON R.
ENG,FORSTER
BRA,FORTES
RSA,FORTUNE
ENG,FOSTER
KSA,FOUZI
ENG,FOWLER
ITA,Francesco GRAZIANI
ITA,Francesco JANICH
ITA,Francesco MORIERO
ITA,Francesco MORINI
ITA,Francesco RIZZO
ITA,Francesco TOLDO
ENG,Francis LEE
USA,Francis RYAN
CRC,FRANCIS W.
ESP,FRANCISCO
PAR,Francisco AGUIRRE
PAR,Francisco ALCARAZ
URU,Francisco CAMERA
ESP,Francisco CARRASCO
MEX,Francisco CASTREJON
MEX,Francisco CRUZ
MEX,Francisco FLORES
MEX,Francisco GARZA GUTIERREZ
ESP,Francisco GENTO
MEX,Francisco HERNANDEZ
MEX,Francisco JARA
MEX,Francisco MONTES
SLV,Francisco OSORTO
CHI,Francisco ROJAS
ARG,Francisco RUA
ARG,Francisco SA
PAR,Francisco SOSA
ESP,Francisco URIA
CHI,Francisco URROZ
ESP,Francisco URRUTICOECHEA
CHI,Francisco VALDES
ARG,Francisco VARALLO
ESP,Francisco VILLARROYA
COL,Francisco ZULUAGA
PAR,FRANCO
ITA,Franco BARESI
ITA,Franco CAUSIO
PER,Franco NAVARRO
ITA,Franco SELVAGGI
ITA,Franco TANCREDI
FRA,Francois BOURBOTTE
FRA,Francois BRACCI
BEL,Francois DE VRIES
BEL,Francois JANSSENS
CMR,Francois NDOUMBE LEA
CMR,Francois OMAM-BIYIK
FRA,Francois REMETTER
BEL,Francois VAN DER ELST
AUS,FRANJIC
YUG,Franjo VLADIC
DEN,Frank ARNESEN
USA,Frank BORGHI
SCO,Frank GRAY
USA,Frank KLOPAS
FRA,Frank LEBOEUF
SCO,Frank McAVENNIE
FRG,Frank MILL
NED,Frank RIJKAARD
SUI,Frank SECHEHAYE
JAM,Frank SINCLAIR
IRL,Frank STAPLETON
NZL,Frank VAN HATTUM
USA,Frank VAUGHN
BEL,Frank VERCAUTEREN
USA,Frank WALLACE
NED,Frank WELS
USA,Frankie HEJDUK
BEL,Franky VAN DER ELST
BEL,Frans GOMMERS
NED,Frans HOGENBIRK
INH,Frans HUKON
INH,Frans MEENG
BEL,Frans PEERAER
NED,Frans VAN DER VEEN
TCH,Frantisek JAKUBEC
TCH,Frantisek JUNEK
TCH,Frantisek PLANICKA
TCH,Frantisek SAFRANEK
TCH,Frantisek SCHMUCKER
TCH,Frantisek STAMBACHER
TCH,Frantisek STRAKA
TCH,Frantisek SVOBODA
TCH,Frantisek VESELY
FRG,Franz BECKENBAUER
AUT,Franz CISAR
GER,Franz DIENERT
AUT,Franz OBERACHER
AUT,Franz PELIKAN
AUT,Franz SWOBODA
AUT,Franz WAGNER
AUT,Franz WOHLFAHRT
POR,FRECHAUT
BRA,FRED
SCO,Fred MARTIN
COL,Freddy RINCON
POR,FREDERICO
SUI,Fredy BICKEL
SUI,FREI
BRA,FRIACA
USA,FRIEDEL
FRG,Friedel LUTZ
AUT,Friederich FRANZL
AUT,Friedl KONCILIA
GER,FRIEDRICH
GER,FRINGS
HAI,Fritz ANDRE
GER,Fritz BUCHLOH
FRG,Fritz HERKENRATH
SUI,Fritz KEHL
FRA,Fritz KELLER
SUI,Fritz KUENZLI
FRG,Fritz LABAND
HAI,Fritz LEANDRE
SUI,Fritz MORF
GER,Fritz SZEPAN
SUI,Fritz WAGNER
FRG,Fritz WALTER
NOR,Frode GRODAS
POL,Fryedryk SZERFKE
URU,FUCILE
CHI,FUENTES
CHI,FUENZALIDA
JPN,FUKUNISHI
ITA,Fulvio COLLOVATI
ITA,Fulvio NESTI
POR,FUTRE
ESP,F�BREGAS
MEX,G DOS SANTOS
MEX,G FRANCO
MEX,G OCHOA
MEX,G TORRADO
CHN,G W YU
MEX,G. CABALLERO
MEX,G. DOS SANTOS
ECU,G. ESPINOZA
INH,G. FAULHABER
MEX,G. FRANCO
BUL,G. IVANOV
IRL,G. KELLY
ENG,G. NEVILLE
MEX,G. OCHOA
MEX,G. PINEDA
URU,G. RAMIREZ
JPN,G. SAKAI
BRA,G. SILVA
MEX,G. TORRADO
INH,G. VAN DEN BURGH
MEX,G. VILLA
URU,G.DE LOS SANTOS
URU,G.GUIGOU
URU,G.MENDEZ
URU,G.MUNUA
BRA,G.SILVA
URU,G.SORONDO
URU,G.VARELA
CRC,Gabelo CONEJO
HUN,Gabor POLOSKEI
HUN,Gabor SZABO
NGA,GABRIEL
ESP,GABRIEL ALONSO
ARG,Gabriel BATISTUTA
ARG,Gabriel CALDERON
FRA,Gabriel DE MICHELE
COL,Gabriel GOMEZ
MEX,Gabriel NUNEZ
ITA,Gabriele ORIALI
TUN,GABSI
ITA,Gaetano SCIREA
ARG,GAGO
ESP,GAINZA
SVN,GAJSER
CZE,GALASEK
AUS,GALEKOVIC
SVN,GALIC
URS,Galimzyan KHUSAINOV
ARG,GALLARDO
FRA,GALLAS
ESP,GALLEGO
EGY,Gamal ABDELHAMID
KSA,GAMAN
PAR,GAMARRA
CRC,GAMBOA C.
POL,GANCARCZYK
ALG,GAOUAOUI
ESP,GARAY
NGA,Garba LAWAL
ARG,GARCE
MEX,GARCIA
MEX,GARCIA ASPE
ENG,Gareth SOUTHGATE
URU,GARGANO
HON,GARRIDO
BRA,GARRINCHA
ENG,Gary A. STEVENS
ENG,Gary BAILEY
SCO,Gary GILLESPIE
IRL,Gary KELLY
ENG,Gary LINEKER
AUS,Gary MANUEL
SCO,Gary McALLISTER
ENG,Gary NEVILLE
ENG,Gary STEVENS
NED,Gaston TAUMENT
ITA,GATTUSO
ITA,GATTUSO 
PAR,GAVILAN
SCG,GAVRANCIC
SUI,GAVRANOVIC
ROU,Gavril BALINT
RSA,GAXA
CIV,GBOHOUO
NED,Gejus VAN DER MEULEN
GRE,GEKAS
SLV,Genaro SERMENO
URS,Gennadi GUSAROV
URS,Gennadi LITOVCHENKO
URS,Gennadi LOGOFET
URS,Gennadi MOROZOV
URS,Gennadi YEVRYUZHIKHIN
URS,Genrikh FEDOSOV
USA,Geoff COOMBES
ENG,Geoff HURST
AUT,Georg BRAUN
FRG,Georg STOLLENWERK
ISR,George BORBA
SCO,George BURLEY
ENG,George COHEN
NIR,George DUNLOP
ENG,George EASTHAM
SCO,George HAMILTON
USA,George MOORHOUSE
CAN,George PAKOS
SCO,George WOOD
SUI,Georges AEBY
FRA,Georges BEAUCOURT
SUI,Georges BREGY
FRA,Georges CARNUS
BEL,Georges GRUN
BEL,Georges HEYLENS
CMR,Georges MOUYEME
BEL,Georges PUTMANS
SUI,Georges STUBER
FRA,Georges VERRIEST
SUI,Georges VUILLEUMIER
BUL,Georgi ASPARUKHOV
BUL,Georgi BACHEV
URS,Georgi CHOKHELI
BUL,Georgi DENEV
BUL,Georgi DIMITROV
BUL,Georgi GEORGIEV
BUL,Georgi KAMENSKI
BUL,Georgi NAIDENOV
BUL,Georgi NIKOLOV
BUL,Georgi POPOV
URS,Georgi SICHINAVA
BUL,Georgi SOKOLOV
BUL,Georgi YORDANOV
COL,Geovanis CASSIANI
CRC,Geovanni JARA
AUT,Gerald GLATZMAYER
AUT,Gerald MESSLENDER
IRL,Gerald PEYTON
NED,Gerald VANENBURG
WAL,Gerald VEARNCOMBE
BEL,Gerard DELBEKE
FRA,Gerard HAUSSER
FRA,Gerard JANVION
HAI,Gerard JOSEPH
BEL,Gerard PLESSERS
FRA,Gerard SOLER
POL,Gerard WODARZ
MEX,Gerardo LUGO
PAR,Gerardo ROMERO
GDR,Gerd KISCHE
FRG,Gerd MUELLER
FRG,Gerd ZEWE
CMR,GEREMI
AUT,Gerhard BREITENBERGER
AUT,Gerhard HANAPPI
SUI,Gerhard LUSENTI
AUT,Gerhard RODAX
COL,German ACEROS
URS,German APUKTHIN
ARG,German BURGOS
CRC,German CHAVARRIA
PER,German LEGUIA
BRA,GERMANO
AUT,Gernot JURTIN
PER,Geronimo BARBADILLO
ENG,GERRARD
NIR,Gerry ARMSTRONG
ENG,Gerry BYRNE
CAN,Gerry GRAY
ENG,Gerry HITCHENS
BRA,GERSON
BEL,Gert VERHEYEN
CIV,GERVINHO
HUN,Geza GULYAS
TCH,Geza KALOCSAY
HUN,Geza TOLDI
IRN,Ghafoor JAHANI
MAR,Ghandi SAID
UAE,Ghanim MUBARAK
MAR,Gharib AMZINE
IRN,GHASEM. H
ROU,Gheorghe ALBU
ROU,Gheorghe CIOLAC
ROU,Gheorghe CRAIOVEANU
ROU,Gheorghe GORNEA
ROU,Gheorghe HAGI
ROU,Gheorghe LILIAC
ROU,Gheorghe MIHALI
ROU,Gheorghe RASINARU
ROU,Gheorghe TATARU
ALG,GHEZZAL
ALG,GHILAS
TUN,GHODBANE 
TUN,GHODHBANE
ALG,GHOULAM
ITA,Giacinto FACCHETTI
ITA,Giacomo BULGARELLI
ITA,Giacomo LOSI
ITA,Giacomo MARI
ITA,Giampaolo MENICHELLI
ITA,Giampiero BONIPERTI
ITA,Giampiero COMBI
ITA,Giampiero MARINI
ITA,Giancarlo ANTOGNONI
ITA,Giancarlo DE SISTI
ITA,Giancarlo MAROCCHI
ITA,Gianfranco LEONCINI
ITA,Gianfranco ZOLA
ITA,Gianluca PAGLIUCA
ITA,Gianluca PESSOTTO
ITA,Gianluca VIALLI
ITA,Gianluigi BUFFON
ITA,Gianni RIVERA
GRE,Giannis KALITZAKIS
ITA,Gigi RIVA
FRA,GIGNAC
BRA,GIL
ITA,GILARDINO
ITA,GILARDINO 
BEL,Gilbert BODART
SUI,Gilbert FESSELET
ENG,Gilbert MERRICK
SUI,Gilbert REY
BRA,GILBERTO
HON,Gilberto YEARWOOD
COL,Gildardo GOMEZ
BRA,GILMAR (Gilmar Dos Santos Neves)
BRA,GILMAR RINALDI
ITA,Gino CAPPELLO
ITA,Gino COLAUSSI
USA,Gino GARDASSANICH
USA,Gino PARIANI
ITA,Gino PIVATELLI
GER,GINTER
ISR,Giora SPIEGEL
ITA,Giorgio CHINAGLIA
ITA,Giorgio FERRINI
ITA,Giorgio GHEZZI
ITA,Giorgio PUIA
GRE,Giotis TSALOUCHIDIS
BRA,GIOVANNI
ITA,Giovanni FERRARI
ITA,Giovanni GALLI
ITA,Giovanni GIACOMAZZI
ITA,Giovanni LODETTI
ITA,Giovanni TRAPATTONI
ITA,Giovanni VIOLA
FRA,GIROUD
ITA,Giuseppe BARESI
ITA,Giuseppe BERGOMI
SUI,Giuseppe BOSSI
ITA,Giuseppe CASARI
ITA,Giuseppe CAVANNA
ITA,Giuseppe DOSSENA
ITA,Giuseppe FURINO
ITA,Giuseppe GALDERISI
ITA,Giuseppe GIANNINI
ITA,Giuseppe MEAZZA
ITA,Giuseppe MORO
ITA,Giuseppe SABADINI
ITA,Giuseppe SIGNORI
ITA,Giuseppe WILSON
IRL,GIVEN
FRA,GIVET
URS,Givili NODIYA
POL,GIZA
TRI,GLEN
NZL,Glen ADAM
BEL,Glen DE BOECK
NZL,Glen DODS
ENG,Glenn HODDLE
SWE,Glenn HYSEN
SWE,Glenn STROMBERG
POL,GLOWACKI
RUS,GLUSHAKOV
GRE,GLYKOS
CIV,GNANHOUAN
URU,GODIN
CIV,GOHOURI
ESP,GOIKO
ESP,GOIKOETXEA
POR,GOMES
ECU,GOMEZ
CRC,GOMEZ R.
JPN,GONDA
ARG,GONZALEZ
CRC,GONZALEZ G.
CRC,GONZALEZ L.
ESP,GONZALVO II
ESP,GONZALVO III
BRA,GON�ALVES
USA,GOODSON
BEL,GOOR
RSA,GOPANE
YUG,Goran DJOROVIC
SWE,Goran HAGBERG
CRO,Goran JURIC
SWE,Goran NICKLASSON
NOR,Goran SORLOTH
CRO,Goran VLAOVIC
YUG,Gordan IROVIC
BEL,Gordan VIDOVIC
ENG,Gordon BANKS
SCO,Gordon DURIE
SCO,Gordon McQUEEN
SCO,Gordon STRACHAN
ESP,GOROSTIZA
BUL,Gosho GINCHEV
CIV,GOSSO
SWE,Gosta DUNKER
SWE,Gosta LOFGREN
FRA,GOURCUFF
FRA,GOVOU
ESP,GRACIA
CIV,GRADEL
ENG,Graeme LE SAUX
NED,Graeme RUTJES
SCO,Graeme SHARP
SCO,Graeme SOUNESS
BRA,GRAFITE
SCO,Graham LEGGATT
ENG,Graham RIX
CRC,GRANADOS O.
RUS,GRANAT
NZL,Grant TURNER
ROU,Gratian SEPI
DEN,GRAVESEN
TRI,GRAY
ENG,GREEN
CMR,Gregoire MBIDA
MEX,Gregorio GOMEZ
CAN,Gregory ION
AUS,GRELLA
SUI,GRICHTING
FRA,GRIEZMANN
NOR,GROD�S
DEN,GRONKJAER
ITA,GROSSO
GER,GRO�KREUTZ
ECU,GRUEZO
CZE,GRYGERA
POL,Grzegorz LATO
DEN,GR�NKJ�R
KOR,GU Sang Bum
MEX,Guadalupe VELAZQUEZ
ECU,GUAGUA
COL,GUARIN
ALG,GUEDIOURA
TUN,GUEMAMDIA
FRG,Guenter BERNARD
FRG,Guenter HERMANN
FRG,Guenter NETZER
FRG,Guenther HERMANN
ECU,GUERRON
HON,GUEVARRA
FRG,Guido BUCHWALD
ITA,Guido GRATTON
ITA,Guido MASETTI
ITA,Guido VINCENZI
FRA,Guillame BIEGANSKI
CHI,Guillermo ARELLANO
SLV,Guillermo CASTRO
CHI,Guillermo DIAZ
URU,Guillermo ESCALADA
MEX,Guillermo HERNANDEZ
PER,Guillermo LA ROSA
MEX,Guillermo MENDIZABAL
MEX,Guillermo ORTIZ
CHI,Guillermo PAEZ
SLV,Guillermo RAGAZZONE
CHI,Guillermo RIVEROS
CHI,Guillermo SAAVEDRA
MEX,Guillermo SEPULVEDA
ARG,Guillermo STABILE
CHI,Guillermo SUBIABRE
CHI,Guillermo YAVAR
BOL,Gumercindo GOMEZ
NOR,Gunnar ANDREASSEN
SWE,Gunnar GREN
NOR,Gunnar HALLE
SWE,Gunnar JANSSON
SWE,Gunnar JOHANSSON II
SWE,Gunnar OLSSON
AUT,Gunter HAPPICH
FRG,Gunter SAWITZKI
UKR,GUSIEV
UKR,GUSIN
TCH,Gustav MRAZ
SWE,Gustav SJOBERG
SWE,Gustav WETTERSTROM
FRA,Gustave JORDAN
URU,Gustavo DE SIMONE
ARG,Gustavo DEZOTTI
URU,Gustavo FERNANDEZ
CHI,Gustavo MOSCOSO
MEX,Gustavo PENA
BOL,Gustavo QUINTEROS
HUN,Gusztav SZEPESI
CHI,GUTI�RREZ
HAI,Guy FRANCOIS
HAI,Guy SAINT-VIL
BEL,Guy VANDERSMISSEN
USA,GUZAN
SUI,GYGAX
HUN,Gyorgy BOGNAR
HUN,Gyorgy SAROSI
HUN,Gyorgy SZUCS
HUN,Gyozo BURCSA
HUN,Gyozo MARTOS
HUN,Gyula FUTO
HUN,Gyula GROSICS
HUN,Gyula HAJSZAN
HUN,Gyula LAZAR
HUN,Gyula LORANT
HUN,Gyula POLGAR
HUN,Gyula RAKOSI
HUN,Gyula ZSENGELLER
GER,G�TZE
CHN,H D HAO
KOR,H M SON
MEX,H MORENO
CHN,H QI
POR,H. ALMEIDA
SEN,H. CAMARA
NOR,H. FLO
MEX,H. HERRERA
IRN,H. MAHINI
MEX,H. MORENO
POR,H. POSTIGA
IRN,H. R. ESTILI
JPN,H. SAKAI
KSA,H. SALEH
KSA,H. SOLAIMANI
TUN,H. TRABELSI
PAR,H. VALDEZ
PRK,H. YONG JO
IRN,H.KAEBI
POR,H.POSTIGA
IRN,H.ROUDBARIAN
POR,H.VIANA
KOR,HA S. J.
PRK,HA Yung Won
MAR,Hababi EL ARBI
GHA,HABIB
MAR,Hadi DAHANE
MAR,HADJI
BIH,HAD�I?
EGY,Hafez KASSEB
TUN,HAGGUI
ROU,HAGI
USA,HAHNEMANN
IRN,HAJI SAFI
BIH,HAJROVI?
POL,HAJTO
SWE,Hakan MILD
TUR,HAKAN SUKUR
TUR,HAKAN UNSAL
NOR,HALLE
ALG,HALLICHE
AUS,HALLORAN
GER,HAMANN
IRN,Hamid Majid TAYMOURI
IRQ,HAMMOUDI RAAD
SVK,HAMSIK
KUW,Hamud AL SHEMMARI
KSA,Hamza FALATAH
PRK,HAN Bong Zin
KOR,HAN Chung Wa
KOR,HAN Heung Chul
SVN,HANDANOVI? J.
SVN,HANDANOVI? S.
GER,HANKE
AUT,Hannes REINMAYR
CMR,Hans AGBO
FRG,Hans BAUER
AUT,Hans BUZEK
FRG,Hans CIESCLARCZYK
AUT,Hans DIHANICH
FRG,Hans Georg SCHWARZENBECK
NED,Hans GILLHAUS
GER,Hans JAKOB
SWE,Hans JEPPSSON
AUT,Hans KRANKL
GER,Hans MOCK
FRG,Hans NOWAK
GER,Hans PESSER
FRG,Hans Peter BRIEGEL
FRG,Hans PFLUEGLER
AUT,Hans PIRKNER
FRG,Hans SCHAEFER
GER,Hans SCHWARTZ
SWE,Hans SELANDER
SUI,Hans SIEGENTHALER
FRG,Hans STURM
INH,Hans TAIHUTTU
FRG,Hans TILKOWSKI
AUT,Hans URBANEK
NED,Hans VAN BREUKELEN
RSA,Hans VONK
SUI,Hans WEBER
GDR,Hans-Juergen KREISCHE
SUI,Hans-Peter FRIEDLAENDER
SUI,Hans-Ruedi FUHRER
FRG,Hansi MUELLER
SWE,HANSSON
EGY,Hany KAMEL
EGY,Hany RAMZY
AUT,Harald CERNY
GDR,Harald IRMSCHER
FRG,Harald KONOPKA
FRG,Harald SCHUMACHER
ENG,HARGREAVES
GHA,HARRISON
SWE,Harry ANDERSSON
NIR,Harry GREGG
SCO,Harry HADDOCK
ENG,Harry HOOPER
USA,Harry KEOUGH
NED,Harry LUBSE
SWE,Harry NILSSON
NED,Harry VOS
AUS,Harry WILLIAMS
ENG,HART
IRL,HARTE
KSA,HARTHI
NGA,HARUNA
TUR,HASAN SAS
JPN,HASEBE
IRQ,HASHEM NATIK
UAE,Hassan ABDULQADER
EGY,Hassan EL FAR
MAR,Hassan KACHLOUL
UAE,HASSAN MOHAMED
MAR,Hassan NADER
IRN,Hassan NAIBAGHA
IRN,Hassan NAZARI
EGY,Hassan RAGHAB
IRN,Hassan ROWSHAN
SWE,Hasse BORG
JPN,HATTORI
ARG,Hector BALEY
URU,Hector CASTRO
FRA,Hector CAZENAVE
PER,Hector CHUMPITAZ
FRA,Hector DE BOURGOING
COL,Hector ECHEVERRI
ARG,Hector ENRIQUE
ARG,Hector FACUNDO
ARG,Hector FRESCHI
COL,Hector GONZALEZ
MEX,Hector HERNANDEZ
CRC,Hector MARCHENA
MEX,Hector ORTIZ
MEX,Hector PULIDO
BOL,Hector SAAVEDRA
URU,Hector SALVA
URU,Hector SANTOS
URU,Hector SCARONE
URU,Hector SILVA
CUB,Hector SOCORRO
URU,Hector VILCHES
ARG,Hector YAZALDE
ARG,Hector ZELADA
HON,Hector ZELAYA
SWE,HEDMAN
AUT,Heimo PFEIFENBERGER
AUT,Heinrich STRASSER
DEN,HEINTZE
CZE,HEINZ
SUI,Heinz BAENI
SUI,Heinz BIGLER
FRG,Heinz FLOHE
FRG,Heinz HORNIG
FRG,Heinz KUBSCH
FRG,Heinz KWIATKOWSKI
SUI,Heinz SCHNEITER
FRG,Heinz STREHL
FRG,Heinz VOLLMAR
FRG,Heinz WEWERS
ARG,HEINZE
NED,HEITINGA
USA,HEJDUK
GER,HELMER
FRG,Helmut HALLER
FRG,Helmut KREMERS
FRG,Helmut RAHN
AUT,Helmut SENEKOWITSCH
DEN,HELVEG
ENG,HENDERSON
NED,Hendrikus PLENTER
NED,Henk FRAESER
NED,Henk PELLIKAAN
INH,Henk SOMMERS
NED,Henk VAN SPAANDONCK
FRG,Hennes LOEHR
NOR,Henning BERG
SWE,Henock ABRAHAMSSON
BEL,Henri DE DEKEN
BEL,Henri DIRICKX
BEL,Henri ISEMBORGHS
FRA,Henri MICHEL
DEN,Henrik ANDERSEN
SWE,Henrik LARSSON
DEN,HENRIKSEN
BRA,HENRIQUE
FRA,HENRY
ENG,Henry COCKBURN
HAI,Henry FRANCILLON
NOR,Henry JOHANSEN
SWE,Henry KALLGREN
POL,Henryk KASPERCZAK
POL,Henryk MACULEWICZ
POL,Henryk WIECZOREK
FRG,Herbert ERHARDT
AUT,Herbert FEURER
AUT,Herbert NINAUS
AUT,Herbert PROHASKA
FRG,Herbert WIMMER
FRG,Herbert ZIMMERMANN
BRA,HERCULES
AUT,Heribert WEBER
COL,Herman GAVIRIA
USA,Herman RAPP
FRG,Hermann NUBER
SUI,Hermann SPRINGER
CRC,Hermidio BARRANTES
BRA,HERMOGENES
CHI,Hernan CARVALLO
ARG,Hernan DIAZ
CRC,Hernan MEDFORD
MEX,HERNANDEZ
CRC,HERNANDEZ C.
COL,Hernando TOVAR
BRA,HERNANES
BEL,HERPOEL
CHI,HERRERA
EGY,Hesham YAKAN
ENG,HESKEY
JPN,Hidetoshi NAKATA
ESP,HIERRO
ARG,HIGUAIN
ESP,HILARIO
MEX,Hilario LOPEZ
PAR,Hilarion OSORIO
GER,HILDEBRAND
ESP,Hipolito RINCON
JPN,Hiroaki MORISHIMA
JPN,Hiroshi NANAMI
TRI,HISLOP
GER,HITZLSPERGER
NOR,Hjalmar ANDRESEN
KOR,HO
ALG,Hocine YAHI
USA,HOLDEN
FRG,Holger HIERONYMUS
IRL,HOLLAND
AUS,HOLMAN
SVK,HOLOSKO
JPN,HONDA
INH,Hong Djien TAN
KOR,HONG Dook Jong
KOR,HONG M. B.
CHI,Honorino LANDA
MEX,Horacio CASARIN
MEX,Horacio LOPEZ SALGADO
CHI,Horacio MUNOZ
URU,Horacio TROCHE
FRG,Horst ECKEL
FRG,Horst HRUBESCH
FRG,Horst SZYMANIAK
FRG,Horst WOLTER
FRG,Horst-Dieter HOETTGES
EGY,Hossam HASSAN
MAR,Houmane JARIR
USA,HOWARD
BUL,Hristo BONEV
BUL,Hristo ILIEV
BUL,Hristo KOLEV
BUL,Hristo STOICHKOV
AUT,Hubert BAUMGARTNER
SUI,HUGGEL
CHI,Hugo BERLY
BEL,Hugo BROOS
URU,Hugo DE LEON
PER,Hugo GASTULO
ARG,Hugo GATTI
NED,Hugo HOVENKAMP
USA,Hugo PEREZ
MEX,Hugo RODRIGUEZ
PER,Hugo SOTIL
MEX,Hugo S�NCHEZ
POR,HUGO VIANA
CHI,Hugo VILLANUEVA
KOR,HUH Jungmoo
BRA,HULK
BRA,HUMBERTO
CHI,Humberto CRUZ
CHI,Humberto DONOSO
CHI,Humberto ELGUETA
ITA,Humberto MASCHIO
GER,HUMMELS
NED,HUNTELAAR
ECU,HURTADO
ARG,HUSAIN
UAE,HUSSAIN GHULOUM
IRQ,Hussain Said MUHAMMAD
KSA,Hussein AL SADEQ
IRQ,HUSSEIN ALI
IRN,Hussein FARAKI
IRN,Hussein KAZERANI
KSA,Hussein SULIMANI
GER,HUTH
KOR,HWANG Bo Kwan
KOR,HWANG S. H.
KOR,HYUNGIL
GER,H�SSLER
GER,H�WEDES
MEX,I CASTRO
ESP,I Guillermo CAMPANAL
ESP,I QUINCOCES
KSA,I. AL-HARBI
GHA,I. AYEW
MEX,I. BRIZUELA
ESP,I. CAMPO
ESP,I. CASILLAS
ESP,I. HELGUERA
ECU,I. HURTADO
ECU,I. KAVIEDES
CRO,I. LEKO
URU,I.GONZALEZ
ROU,Iacob FELECAN
CAN,Ian BRIDGE
ENG,Ian CALLAGHAN
JAM,Ian GOODISON
SCO,Ian McCOLL
SCO,Ian McMILLAN
NIR,Ian STEWART
ITA,IAQUINTA
ITA,IAQUINTA 
UKR,IATSENKO
COL,IBARBO
ECU,IBARRA
BIH,IBI�EVI?
KSA,Ibrahim AL HELWA
KSA,Ibrahim AL SHAHRANI
CMR,Ibrahim AOUDOU
EGY,Ibrahim HALIM
EGY,Ibrahim HASSAN
UAE,IBRAHIM MEER
SWE,IBRAHIMOVIC
BIH,IBRI?I?
JPN,ICHIKAWA
NGA,IDEYE
CMR,IDRISSOU
FRA,Ignace KOWALCZYK
PAR,Ignacio ACHUCARRO
MEX,Ignacio AMBRIZ
MEX,Ignacio CALDERON
COL,Ignacio CALLE
ESP,Ignacio EIZAGUIRRE
MEX,Ignacio FLORES
MEX,Ignacio JAUREGUI
COL,Ignacio PEREZ
CHI,Ignacio PRIETO
MEX,Ignacio RODRIGUEZ
ESP,Ignacio ZOCO
RUS,IGNASHEVICH
AUT,Ignaz PUSCHNIK
URS,Igor BELANOV
URS,Igor CHISLENKO
URS,Igor DOBROVOLSKYI
RUS,Igor KORNEEV
RUS,Igor LEDIAKHOV
URS,Igor NETTO
URS,Igor SHALIMOV
CRO,Igor STIMAC
CRO,Igor TUDOR
CAN,Igor VRABLIC
NGA,IKEDIA
NGA,IKPEBA
URU,Ildo MANEIRO
TUR,ILHAN MANSIZ
SVN,ILI?
BUL,Ilia DYAKOV
RUS,Ilia TSYMBALAR
BUL,Ilia VALOV
BUL,Ilian KIRYAKOV
ROU,Ilie DUMITRESCU
BUL,ILIEV
YUG,Ilija PETKOVIC
